segment	bias	drift	asymmetry	lag	gain_dev	hf_noise	z_bias	z_drift	z_asymmetry	z_lag	z_gain_dev	z_hf_noise	max_abs_z	top_feature	n_valid	v_mean
00554	-0.00345	-0.00033	0.15319	0.2	-0.08444	0.05794	-0.89815	-1.25872	4.05139	0.67449	-1.30195	1.58131	4.05139	asymmetry	600	32.11498
00555	-0.00316	-0.00018	0.00636	0.1	-0.01874	0.065	-0.80726	-0.68434	-0.5936	0.0	0.35797	2.078	2.078	hf_noise	599	24.80323
00556	-0.00559	6e-05	0.0962	0.1	-0.08128	0.04232	-1.56085	0.19807	2.24848	0.0	-1.22202	0.48267	2.24848	asymmetry	599	24.45619
00557	-0.00036	-0.00044	0.00828	0.1	-0.0146	0.03985	0.06222	-1.64663	-0.53286	0.0	0.46277	0.30854	1.64663	drift	600	25.47431
00558	-0.00805	-0.00017	0.0333	0.1	-0.02176	0.03672	-2.32292	-0.65575	0.25863	0.0	0.28181	0.08831	2.32292	bias	476	18.18007
00559	-0.0003	-0.0		0.2	-0.31715	0.0309	0.08086	-0.03551		0.67449	-7.18125	-0.32069	7.18125	gain_dev	600	26.13397
00560	0.00266	-0.00059	0.03888	0.0	-0.04603	0.05032	0.99807	-2.18714	0.43538	-0.67449	-0.3313	1.04527	2.18714	drift	600	32.0997
00561	0.00096	-0.0003		0.2	-0.12232	0.02766	0.46962	-1.11792		0.67449	-2.25892	-0.54891	2.25892	gain_dev	600	23.21285
00562	-0.00029	3e-05	0.02075	0.2	-0.07185	0.02462	0.08302	0.09709	-0.13817	0.67449	-0.98385	-0.76239	0.98385	gain_dev	600	18.02415
00563	0.00178	-0.0002		0.2	-0.3343	0.05127	0.72302	-0.75271		0.67449	-7.61455	1.11229	7.61455	gain_dev	599	33.46668
00564	0.00355	6e-05		0.1	-0.04245	0.02963	1.27259	0.21437		0.0	-0.24099	-0.41008	1.27259	bias	599	17.71393
00565	0.00406	-0.0003	-0.00346	0.0	-0.00907	0.03061	1.43033	-1.11558	-0.90428	-0.67449	0.60246	-0.34075	1.43033	bias	600	22.15403
00566	0.00392	6e-05		0.2	-0.18513	0.02785	1.38869	0.20296		0.67449	-3.84573	-0.53503	3.84573	gain_dev	599	24.87378
00567	0.00596	-0.00013	0.09579	0.2	-0.08184	0.03691	2.01943	-0.4844	2.2355	0.67449	-1.2362	0.10175	2.2355	asymmetry	599	31.28032
00568	0.00308	0.00017		0.1	-0.02164	0.03766	1.12575	0.59653		0.0	0.28477	0.15457	1.12575	bias	599	25.81371
00569	-0.00038	-0.00011		0.1	0.10823	0.01135	0.05521	-0.41948		0.0	3.56594	-1.69572	3.56594	gain_dev	577	8.21923
00570	-0.00255	-2e-05	0.07313	0.1	-0.04387	0.03497	-0.61729	-0.11186	1.51882	0.0	-0.2769	-0.03436	1.51882	asymmetry	599	26.55479
00571	0.00157	-0.00023	0.00987	0.1	-0.02415	0.03427	0.65911	-0.85531	-0.48238	0.0	0.22144	-0.08392	0.85531	drift	596	19.25324
00572	-0.00178	-0.00026		0.1	-0.04384	0.03762	-0.37943	-0.96583		0.0	-0.27597	0.15174	0.96583	drift	600	26.38396
00573	-0.00097	-0.00024		0.1	-0.10487	0.02197	-0.12736	-0.90728		0.0	-1.81802	-0.94882	1.81802	gain_dev	397	14.01469
00574	0.00287	-0.00032	0.03136	0.1	-0.02262	0.04026	1.06336	-1.20542	0.19722	0.0	0.26005	0.33784	1.20542	drift	600	27.99556
00575	-0.00091	-8e-05	0.03262	0.1	-0.0144	0.04535	-0.10905	-0.30397	0.23725	0.0	0.46765	0.69549	0.69549	hf_noise	599	23.29262
00576	-0.00335	9e-05		0.0	-0.04071	0.0241	-0.86685	0.31764		-0.67449	-0.19703	-0.79868	0.86685	bias	600	24.24551
00577	-0.00318	0.00028	0.02693	0.1	-0.01482	0.05319	-0.81203	1.01043	0.05722	0.0	0.45705	1.24696	1.24696	hf_noise	599	24.31242
00579	-0.00485	-0.00016	0.06159	0.1	-0.01339	0.0687	-1.33161	-0.61104	1.15371	0.0	0.49323	2.33812	2.33812	hf_noise	600	26.22676
00581	-0.01108	-0.00016	0.10389	0.2	-0.10134	0.06994	-3.26189	-0.59785	2.49188	0.67449	-1.72877	2.42482	3.26189	bias	600	28.59179
00582	0.00032	-0.00091	0.03314	0.1	-0.02009	0.07444	0.27183	-3.39931	0.2536	0.0	0.32388	2.74164	3.39931	drift	599	31.80889
00583	0.00604	0.00055	0.03482	0.1	-0.0365	0.03476	2.04354	1.99919	0.30696	0.0	-0.09072	-0.04914	2.04354	bias	600	16.86061
00584	0.00436	-0.00043	-0.01635	0.0	0.01457	0.03288	1.5232	-1.60227	-1.31203	-0.67449	1.19974	-0.18123	1.60227	drift	512	9.15177
00585	0.00051	2e-05	0.03859	0.2	-0.03106	0.0231	0.33169	0.05696	0.42606	0.67449	0.04687	-0.86943	0.86943	hf_noise	599	22.43925
00586	7e-05	1e-05		0.1	-0.17412	0.00304	0.19337	0.03298		0.0	-3.56763	-2.28011	3.56763	gain_dev	327	6.06327
00587	-0.00837	-0.00014	0.02461	0.0	-0.01076	0.03821	-2.42316	-0.53264	-0.01604	-0.67449	0.55964	0.19329	2.42316	bias	599	26.65652
00588	-0.00014	1e-05		0.1	-0.20922	0.00525	0.1278	0.00076		0.0	-4.45443	-2.1244	4.45443	gain_dev	501	7.10734
00589	0.00336	8e-05		0.1	-0.0289	0.02988	1.21363	0.26727		0.0	0.10133	-0.39253	1.21363	bias	600	28.74922
00590	-0.00122	8e-05	0.08395	0.1	-0.11718	0.03301	-0.20479	0.278	1.86117	0.0	-2.129	-0.17251	2.129	gain_dev	600	21.23879
00591	0.00203	0.00016	0.01611	0.1	-0.01202	0.04277	0.80134	0.56662	-0.28493	0.0	0.52782	0.51424	0.80134	bias	600	23.29074
00592	0.0124	-0.00183	0.01281	0.0	-0.01604	0.05127	4.01543	-6.80647	-0.38944	-0.67449	0.42621	1.11207	6.80647	drift	600	29.77074
00593	0.01427	-0.00046	0.08979	0.1	-0.04721	0.07832	4.59683	-1.73789	2.04566	0.0	-0.36133	3.0148	4.59683	bias	600	27.48505
00594	-0.00254	-6e-05		0.1	-0.09928	0.02273	-0.6162	-0.2489		0.0	-1.67671	-0.89507	1.67671	gain_dev	547	19.54862
00595	0.00249	-7e-05		0.2	-0.06802	0.03647	0.94474	-0.2801		0.67449	-0.88696	0.0711	0.94474	bias	600	25.52938
00596	0.00159	-0.00021		0.2	-0.0407	0.04663	0.66487	-0.81501		0.67449	-0.19673	0.78597	0.81501	drift	600	29.85766
00597	0.00546	0.00033	0.03811	0.0	-0.01207	0.04773	1.86428	1.19004	0.41078	-0.67449	0.52649	0.86267	1.86428	bias	547	16.2704
00598	0.00187	-0.00014	0.03592	0.1	-0.0252	0.04758	0.75357	-0.54755	0.34162	0.0	0.19491	0.85222	0.85222	hf_noise	600	20.09677
00599	0.00039	-7e-05	0.0126	0.1	-0.1454	0.01205	0.29277	-0.27806	-0.39616	0.0	-2.84188	-1.64613	2.84188	gain_dev	599	10.07957
00600	-0.00877	0.00042	0.0191	0.1	-0.00799	0.04929	-2.54691	1.54696	-0.19053	0.0	0.62975	0.97284	2.54691	bias	534	24.09174
00601	0.00634	-0.0003	0.07811	0.1	-0.0345	0.07257	2.13837	-1.11933	1.67616	0.0	-0.04014	2.6103	2.6103	hf_noise	599	22.50889
00602	0.00217	0.0002	0.0259	0.1	-0.02852	0.05064	0.84389	0.72448	0.02476	0.0	0.11106	1.06785	1.06785	hf_noise	599	25.2032
00603	0.00091	0.0	0.0218	0.1	-0.03223	0.0205	0.45358	-0.01239	-0.10516	0.0	0.01731	-1.05194	1.05194	hf_noise	599	11.99772
00604	-0.00259	0.00018	0.00209	0.0	-0.00041	0.02093	-0.63026	0.62779	-0.72864	-0.67449	0.82127	-1.02202	1.02202	hf_noise	599	19.64169
00605	-0.00453	-0.00035	0.08553	0.2	-0.02706	0.04318	-1.23297	-1.31181	1.91106	0.67449	0.14786	0.54321	1.91106	asymmetry	599	34.4391
00606	0.00027	-4e-05		0.2	-0.46878	0.01876	0.25591	-0.16725		0.67449	-11.01221	-1.17456	11.01221	gain_dev	600	17.0622
00607	-0.00769	-0.0005	0.02898	0.1	-0.02277	0.07259	-2.21144	-1.85619	0.12208	0.0	0.25627	2.6115	2.6115	hf_noise	599	24.09107
00608	0.00036	-0.00012	0.00543	0.2	-0.01011	0.03108	0.28493	-0.48122	-0.62304	0.67449	0.57622	-0.30795	0.67449	lag	599	27.65436
00609	-0.00142	-0.0001		0.1	-0.06992	0.00873	-0.26772	-0.38023		0.0	-0.93507	-1.88026	1.88026	hf_noise	508	7.85667
00610	-0.00098	1e-05	0.01264	0.1	-0.01154	0.0311	-0.13019	0.03039	-0.39494	0.0	0.54001	-0.3069	0.54001	gain_dev	599	21.40865
00611	-0.00062	0.00013		0.1	-0.13746	0.03598	-0.01968	0.45378		0.0	-2.64147	0.03634	2.64147	gain_dev	599	21.34503
00612	-0.00199	-0.00046		0.2	-0.09577	0.05142	-0.4432	-1.71527		0.67449	-1.58803	1.12283	1.71527	drift	599	30.15659
00614	0.00038	8e-05	0.00879	0.1	-0.00269	0.01111	0.29161	0.27693	-0.51678	0.0	0.76346	-1.71225	1.71225	hf_noise	395	14.7236
00615	0.00071	-2e-05	0.00557	0.0	0.00065	0.00828	0.39265	-0.1015	-0.61862	-0.67449	0.84792	-1.91175	1.91175	hf_noise	434	7.79177
00616	0.01239	-0.002		0.1	-0.04862	0.02754	4.01215	-7.42682		0.0	-0.39679	-0.55703	7.42682	drift	346	8.6886
00617	0.00442	0.0008	-0.02004	0.0	0.02415	0.03117	1.54376	2.93869	-1.42883	-0.67449	1.44172	-0.30179	2.93869	drift	543	19.54686
00618	-0.00288	0.00019	0.33003	0.2	-0.22998	0.03324	-0.72177	0.69987	9.6459	0.67449	-4.97879	-0.15587	9.6459	asymmetry	599	25.78152
00619	0.00289	0.00011	0.03681	0.1	-0.02998	0.03514	1.06697	0.39362	0.36971	0.0	0.07413	-0.02244	1.06697	bias	599	26.60046
00620	-0.0089	-0.00039	0.09787	0.1	-0.03287	0.09902	-2.58733	-1.47673	2.30149	0.0	0.00114	4.4703	4.4703	hf_noise	599	22.27363
00621	-0.00808	-0.0002	0.10532	0.2	-0.04271	0.04362	-2.33332	-0.75951	2.53699	0.67449	-0.2474	0.57397	2.53699	asymmetry	599	24.12793
00622	-0.00984	0.00038	-0.04822	0.0	0.04036	0.01732	-2.87889	1.37582	-2.3202	-0.67449	1.85111	-1.27603	2.87889	bias	524	9.64034
00623	0.00012	-0.00055		0.2	-0.03657	0.04173	0.20815	-2.07016		0.67449	-0.09228	0.44084	2.07016	drift	600	30.20914
00624	0.00868	0.00033	0.0131	0.0	-0.0102	0.03292	2.86161	1.18811	-0.38018	-0.67449	0.57382	-0.17896	2.86161	bias	600	25.01009
00625	-0.00436	0.00049		0.1	-0.08947	0.06418	-1.18034	1.79586		0.0	-1.42879	2.0201	2.0201	hf_noise	600	23.73811
00626	0.00081	-2e-05		0.1	-0.00676	0.02903	0.42407	-0.07785		0.0	0.66072	-0.45225	0.66072	gain_dev	599	27.18149
00627	0.00145	2e-05		0.2	-0.30648	0.02399	0.62321	0.04362		0.67449	-6.91152	-0.80671	6.91152	gain_dev	495	17.78354
00629	-0.00504	4e-05	0.01366	0.1	-0.00763	0.03332	-1.39075	0.12327	-0.36245	0.0	0.63883	-0.15018	1.39075	bias	599	27.07072
00630	-0.00781	5e-05	0.01627	0.1	-0.01994	0.04717	-2.24826	0.18022	-0.27996	0.0	0.32782	0.82374	2.24826	bias	600	24.73188
00632	-0.0049	-3e-05	0.02914	0.1	-0.00875	0.02414	-1.34734	-0.1291	0.12706	0.0	0.61054	-0.79606	1.34734	bias	599	14.86229
00634	0.00412	-0.00048		0.2	-0.04276	0.03898	1.44792	-1.80329		0.67449	-0.24889	0.24777	1.80329	drift	600	26.31898
00635	0.00209	-0.00028		0.1	-0.03794	0.04519	0.82038	-1.07251		0.0	-0.12694	0.68461	1.07251	drift	599	24.16297
00636	-0.00537	0.0002	0.02915	0.0	-0.02888	0.02915	-1.49084	0.70117	0.1273	-0.67449	0.10196	-0.44365	1.49084	bias	504	9.90408
00637	-0.01152	0.00033	-0.00203	0.1	-0.00459	0.06576	-3.39897	1.19289	-0.85901	0.0	0.71556	2.13095	3.39897	bias	600	22.10465
00638	-0.00024	0.00027	0.01651	0.1	-0.01555	0.01186	0.0983	0.96548	-0.27239	0.0	0.43858	-1.65976	1.65976	hf_noise	599	15.3386
00639	0.0006	-0.00031		0.2	-0.22542	0.03662	0.35741	-1.18343		0.67449	-4.86377	0.08174	4.86377	gain_dev	599	28.83401
00640	-0.00074	3e-05	0.04404	0.1	-0.01534	0.03227	-0.05656	0.07417	0.59861	0.0	0.44399	-0.22455	0.59861	asymmetry	565	12.47289
00642	-0.0013	-0.00011		0.1	-0.32278	0.03086	-0.23024	-0.42937		0.0	-7.32355	-0.32365	7.32355	gain_dev	600	16.39403
00643	5e-05	7e-05		0.2	-0.18732	0.01948	0.18873	0.23543		0.67449	-3.90097	-1.12404	3.90097	gain_dev	570	18.64523
00644	-0.00115	3e-05		0.1	-0.08829	0.02341	-0.18273	0.07812		0.0	-1.399	-0.84731	1.399	gain_dev	599	16.62673
00645	-0.00419	-0.00032	0.03932	0.1	-0.02003	0.03707	-1.12558	-1.19726	0.44908	0.0	0.32543	0.11325	1.19726	drift	599	26.6458
00646	0.00131	2e-05	0.00101	0.1	0.00486	0.00968	0.57735	0.0568	-0.76283	0.0	0.95445	-1.81337	1.81337	hf_noise	508	9.40844
00647	-0.00088	0.00015		0.0	0.00542	0.04158	-0.099	0.55218		-0.67449	0.96854	0.43033	0.96854	gain_dev	600	30.42946
00648	-0.00116	-3e-05		0.2	-0.18431	0.03847	-0.1884	-0.14314		0.67449	-3.82498	0.21195	3.82498	gain_dev	600	20.73728
00650	0.00048	-9e-05	0.0599	0.1	-0.08713	0.0292	0.32059	-0.36166	1.10026	0.0	-1.36975	-0.44032	1.36975	gain_dev	600	19.15185
00651	0.00156	-0.00023	0.01441	0.1	-0.02124	0.04092	0.65565	-0.87041	-0.33892	0.0	0.29486	0.38425	0.87041	drift	600	19.85224
00652	0.00163	2e-05	0.02421	0.1	-0.01216	0.03019	0.67823	0.05132	-0.02886	0.0	0.5243	-0.37072	0.67823	bias	600	18.52101
00653	0.02017	-0.00082	0.05939	0.0	-0.03455	0.03709	6.42422	-3.05473	1.0842	-0.67449	-0.04136	0.11459	6.42422	bias	599	14.80965
00654	-0.00281	-0.00011	0.03364	0.1	-0.02124	0.05753	-0.69998	-0.44102	0.26938	0.0	0.29494	1.55263	1.55263	hf_noise	600	27.48994
00655	0.00192	0.0		0.2	-0.02582	0.03803	0.76832	-0.00622		0.67449	0.17927	0.18052	0.76832	bias	599	30.39484
00656	-0.00257	-0.0		0.1	-0.25985	0.01153	-0.62443	-0.02936		0.0	-5.73345	-1.68338	5.73345	gain_dev	300	9.92758
00657	0.00012	-0.0003		0.1	-0.00717	0.03946	0.2081	-1.14407		0.0	0.6505	0.28142	1.14407	drift	600	21.0766
00658	0.00141	0.00066	0.02047	0.1	-0.01714	0.04455	0.60888	2.43429	-0.14727	0.0	0.39857	0.63955	2.43429	drift	599	25.60338
00659	0.00051	2e-05		0.1	-0.05838	0.00449	0.33061	0.03789		0.0	-0.64344	-2.17798	2.17798	hf_noise	600	8.35985
00660	-0.01207	0.00098	0.15219	0.1	-0.06708	0.06559	-3.56788	3.5893	4.0198	0.0	-0.86329	2.11934	4.0198	asymmetry	600	23.75448
00661	-0.00615	-0.0001		0.2	-0.0447	0.05401	-1.73396	-0.38415		0.67449	-0.29793	1.30497	1.73396	bias	599	27.55698
00662	-0.01063	0.00021	0.06735	0.1	-0.03228	0.08315	-3.12147	0.76513	1.3359	0.0	0.01594	3.3541	3.3541	hf_noise	600	21.54883
00663	-0.00559	0.00023	0.08522	0.2	-0.09634	0.02731	-1.56048	0.81814	1.90117	0.67449	-1.60255	-0.57335	1.90117	asymmetry	600	23.78424
00664	-0.00097	-0.00011	0.04838	0.1	-0.01828	0.04337	-0.12689	-0.42663	0.73579	0.0	0.36974	0.55615	0.73579	asymmetry	599	34.14883
00665	-0.00054	6e-05		0.2	-0.1716	0.00506	0.00618	0.21882		0.67449	-3.50379	-2.13778	3.50379	gain_dev	467	8.97321
00667	0.00141	-0.00038	0.05273	0.2	-0.06365	0.04973	0.6089	-1.44052	0.87349	0.67449	-0.77658	1.00354	1.44052	drift	599	30.46329
00668	-0.00088	5e-05		0.2	-0.23162	0.00438	-0.09893	0.16859		0.67449	-5.02021	-2.18611	5.02021	gain_dev	305	8.46281
00669	0.0042	-0.00047		0.1	-0.29979	0.02854	1.47381	-1.77459		0.0	-6.74264	-0.48698	6.74264	gain_dev	599	26.08977
00670	-0.00192	1e-05		0.2	-0.04031	0.03392	-0.42294	-0.00225		0.67449	-0.1869	-0.10841	0.67449	lag	599	24.94205
00671	-0.00062	0.0001	0.03045	0.1	-0.10673	0.04468	-0.0185	0.35736	0.16866	0.0	-1.86492	0.64852	1.86492	gain_dev	600	15.54672
00672	0.00174	0.0003	0.05732	0.2	-0.04155	0.02564	0.71233	1.07991	1.01871	0.67449	-0.21819	-0.69066	1.07991	drift	600	23.92384
00673	0.00519	0.00032		0.2	-0.0644	0.03261	1.78219	1.15445		0.67449	-0.79548	-0.20022	1.78219	bias	600	25.86852
00674	0.01998	-0.00139	-0.06863	0.1	0.06761	0.02821	6.3667	-5.1667	-2.96599	0.0	2.53961	-0.51014	6.3667	bias	485	9.66087
00675	-0.00505	0.00033	0.06542	0.1	-0.08424	0.05333	-1.39186	1.20375	1.27494	0.0	-1.29682	1.25663	1.39186	bias	600	22.89166
00676	-0.00451	0.00017	0.03515	0.1	-0.01975	0.02884	-1.22563	0.62013	0.31724	0.0	0.33243	-0.46539	1.22563	bias	552	13.84869
00677	-0.00066	-1e-05		0.0	-0.014	0.02381	-0.03318	-0.0443		-0.67449	0.47791	-0.81928	0.81928	hf_noise	600	19.76377
00678	-0.00282	-0.00014		0.2	-0.13578	0.03088	-0.70018	-0.55546		0.67449	-2.59886	-0.32245	2.59886	gain_dev	600	28.44557
00679	0.00114	-0.00012		0.1	-0.01304	0.03545	0.52626	-0.46258		0.0	0.50197	-0.00072	0.52626	bias	600	18.7867
00680	-0.00247	-0.0001		0.2	-0.0253	0.04227	-0.59244	-0.37479		0.67449	0.19241	0.47917	0.67449	lag	600	34.8938
00681	0.0062	0.00016	0.03052	0.1	-0.01932	0.03679	2.09564	0.57348	0.17082	0.0	0.34338	0.09338	2.09564	bias	600	28.51342
00682	0.01977	-0.00158		0.1	-0.0626	0.04408	6.30135	-5.85796		0.0	-0.74993	0.60654	6.30135	bias	599	14.98372
00683	0.00307	-1e-05	0.00946	0.1	-0.00487	0.03693	1.12537	-0.05331	-0.49537	0.0	0.70842	0.10362	1.12537	bias	600	23.32996
00685	0.00121	-0.00045	0.13977	0.1	-0.16216	0.03381	0.54832	-1.69664	3.62695	0.0	-3.26538	-0.11587	3.62695	asymmetry	600	25.14765
00686	-0.00102	-1e-05		0.2	-0.27718	0.01251	-0.14444	-0.05327		0.67449	-6.17139	-1.61393	6.17139	gain_dev	600	11.77183
00687	0.00693	-0.0002	0.00307	0.0	-0.00709	0.04472	2.32188	-0.76699	-0.69755	-0.67449	0.65243	0.65133	2.32188	bias	599	24.18006
00688	-0.00474	-0.00062	0.1238	0.1	-0.10932	0.07796	-1.29611	-2.2996	3.12162	0.0	-1.93041	2.98903	3.12162	asymmetry	600	26.11524
00689	-0.00022	-0.00034	0.02949	0.1	-0.06076	0.037	0.10458	-1.27884	0.13813	0.0	-0.70364	0.10834	1.27884	drift	599	20.63886
00690	-0.00263	6e-05	-0.02619	0.1	0.10659	0.01395	-0.6424	0.19425	-1.62315	0.0	3.52455	-1.51266	3.52455	gain_dev	509	8.37706
00691	0.00132	0.00018	0.00919	0.1	-0.00997	0.02566	0.58054	0.64367	-0.50393	0.0	0.57957	-0.68935	0.68935	hf_noise	599	17.18878
00692	0.00119	0.00018		0.2	-0.12309	0.03004	0.53988	0.65949		0.67449	-2.2783	-0.38109	2.2783	gain_dev	600	27.3166
00693	9e-05	-0.00018	-0.00783	0.0	0.00387	0.03321	0.20168	-0.67374	-1.04253	-0.67449	0.92941	-0.15824	1.04253	asymmetry	600	19.14466
00694	0.00156	0.00043	0.03768	0.0	-0.01406	0.04853	0.65618	1.58431	0.3972	-0.67449	0.47623	0.91954	1.58431	drift	599	29.8947
00695	0.00135	0.00023	0.07156	0.1	-0.07151	0.03312	0.58932	0.84037	1.46923	0.0	-0.97518	-0.16437	1.46923	asymmetry	600	26.34177
00696	0.00172	-9e-05		0.2	-0.19099	0.03205	0.70522	-0.36553		0.67449	-3.99368	-0.23962	3.99368	gain_dev	599	30.9174
00698	0.0027	-1e-05	0.0071	0.1	-0.00622	0.04868	1.00936	-0.04109	-0.57009	0.0	0.67427	0.93005	1.00936	bias	599	34.60412
00699	-0.01147	0.00045	0.03157	0.2	-0.04503	0.07636	-3.38155	1.63961	0.2041	0.67449	-0.30612	2.87681	3.38155	bias	600	27.60331
00700	0.00362	-0.00065	0.02025	0.0	-0.01541	0.04062	1.29389	-2.42495	-0.15401	-0.67449	0.44208	0.36311	2.42495	drift	599	26.4953
00701	0.00622	0.00041		0.0	-0.22895	0.03216	2.10073	1.50653		-0.67449	-4.9528	-0.23226	4.9528	gain_dev	599	25.6605
00702	-0.00302	-0.00018	-0.04295	0.0	0.01432	0.04683	-0.76279	-0.70465	-2.15341	-0.67449	1.1933	0.7997	2.15341	asymmetry	600	26.11796
00703	-0.00353	0.00015	0.01465	0.1	-0.00714	0.05127	-0.92251	0.52392	-0.33122	0.0	0.65126	1.11235	1.11235	hf_noise	600	19.00202
00704	-0.00014	4e-05	0.00688	0.1	-0.01914	0.02601	0.12953	0.13854	-0.5772	0.0	0.34787	-0.66482	0.66482	hf_noise	476	12.29996
00705	0.00241	-0.00017	0.01495	0.1	-0.0045	0.0314	0.91893	-0.64874	-0.32189	0.0	0.71785	-0.28552	0.91893	bias	600	17.35737
00706	-0.00625	-1e-05	0.06059	0.2	-0.06653	0.06558	-1.76526	-0.04147	1.12219	0.67449	-0.84945	2.11839	2.11839	hf_noise	600	26.40329
00707	-0.00099	7e-05	0.05203	0.1	-0.07814	0.02453	-0.13538	0.25175	0.85118	0.0	-1.14264	-0.76893	1.14264	gain_dev	494	13.94419
00708	0.00046	9e-05		0.2	-0.33347	0.04035	0.31582	0.31574		0.67449	-7.5935	0.34386	7.5935	gain_dev	600	25.51401
00709	-0.00405	0.00027		0.2	-0.11106	0.02536	-1.0831	0.97511		0.67449	-1.97439	-0.71008	1.97439	gain_dev	600	20.97105
00710	-0.00418	-4e-05	-0.02244	0.0	0.0199	0.04661	-1.12342	-0.18507	-1.50467	-0.67449	1.33419	0.78457	1.50467	asymmetry	600	20.52152
00712	-0.00067	-0.00023		0.2	-0.1096	0.03167	-0.03673	-0.85621		0.67449	-1.93754	-0.26639	1.93754	gain_dev	599	26.41683
00713	0.00067	-0.00051		0.1	-0.02029	0.03935	0.37863	-1.89845		0.0	0.31882	0.27374	1.89845	drift	600	23.27558
00714	-0.00169	0.00011		0.1	-0.01661	0.03487	-0.35283	0.39727		0.0	0.41197	-0.04119	0.41197	gain_dev	599	34.45386
00715	0.00177	0.00058	0.05267	0.1	-0.02338	0.04735	0.72249	2.12498	0.87156	0.0	0.24084	0.83637	2.12498	drift	599	31.29931
00716	-0.00521	0.00027	0.05985	0.2	-0.03588	0.02886	-1.44353	0.9611	1.09849	0.67449	-0.07485	-0.46385	1.44353	bias	600	24.09396
00717	-7e-05	0.0001	0.03912	0.1	-0.04516	0.06178	0.15198	0.34473	0.4427	0.0	-0.30953	1.85136	1.85136	hf_noise	599	26.59184
00718	-0.00015	-0.00034	0.03327	0.1	-0.02511	0.04429	0.12704	-1.27938	0.25778	0.0	0.19723	0.62098	1.27938	drift	600	26.15041
00720	0.00191	-0.0003	0.01313	0.1	-0.01161	0.04566	0.76367	-1.11771	-0.37934	0.0	0.53829	0.71727	1.11771	drift	599	25.2044
00721	-0.00317	-0.00013		0.1	0.00891	0.01251	-0.80916	-0.49629		0.0	1.05663	-1.61405	1.61405	hf_noise	600	8.57922
00722	0.00161	-0.00015	0.00151	0.1	-0.00362	0.04374	0.67207	-0.56291	-0.7469	0.0	0.74004	0.58224	0.7469	asymmetry	600	15.13423
00723	0.00858	-0.00037	0.01734	0.0	-0.0001	0.03867	2.83187	-1.40292	-0.2461	-0.67449	0.82914	0.22556	2.83187	bias	599	27.48525
00724	-0.00714	7e-05	0.05077	0.2	-0.05142	0.05699	-2.04093	0.23476	0.81147	0.67449	-0.46761	1.51438	2.04093	bias	600	28.44457
00725	-0.00021	4e-05		0.2	-0.05938	0.04043	0.10842	0.12976		0.67449	-0.66858	0.34951	0.67449	lag	599	33.06921
00726	-0.00228	0.00019	0.02215	0.1	-0.00393	0.06372	-0.53284	0.6633	-0.0939	0.0	0.73212	1.98735	1.98735	hf_noise	599	21.46593
00727	0.04415	-0.00328		0.1	0.09833	0.03439	13.85755	-12.16181		0.0	3.31572	-0.07527	13.85755	bias	599	18.18041
00729	-0.00188	0.00031	0.05499	0.2	-0.07491	0.03242	-0.41066	1.10937	0.94488	0.67449	-1.06099	-0.21359	1.10937	drift	548	20.11424
00731	0.00059	0.00019		0.2	-0.4582	0.03982	0.35583	0.66771		0.67449	-10.74478	0.3064	10.74478	gain_dev	599	28.35935
00733	-0.00096	-0.00013		0.2	-0.25878	0.00905	-0.12488	-0.4882		0.67449	-5.7065	-1.85734	5.7065	gain_dev	599	12.0259
00735	0.00078	0.00022	0.00838	0.1	-0.00988	0.03842	0.41411	0.78677	-0.52955	0.0	0.58199	0.20808	0.78677	drift	600	18.15598
00736	0.00244	1e-05	0.02333	0.1	-0.04115	0.0205	0.92993	0.01862	-0.0567	0.0	-0.20817	-1.052	1.052	hf_noise	600	11.09233
00737	0.00767	0.00095	0.00408	0.1	0.00267	0.04983	2.5513	3.51055	-0.6656	0.0	0.89907	1.01088	3.51055	drift	600	21.92473
00738	-0.00055	-0.00038	0.00173	0.0	-0.00221	0.03523	0.00119	-1.41128	-0.74004	-0.67449	0.77564	-0.01622	1.41128	drift	600	21.14254
00739	-0.00157	8e-05	0.00676	0.1	-0.01342	0.03366	-0.31571	0.26508	-0.58077	0.0	0.49261	-0.12626	0.58077	asymmetry	600	23.13681
00740	0.00024	-3e-05		0.2	-0.02248	0.04278	0.24658	-0.12751		0.67449	0.26368	0.515	0.67449	lag	600	28.97219
00741	-0.00131	-9e-05		0.0	0.00686	0.00766	-0.23335	-0.33861		-0.67449	1.00473	-1.95528	1.95528	hf_noise	600	8.09414
00744	-0.00017	-0.00019		0.1	-0.13605	0.04284	0.12093	-0.72758		0.0	-2.60573	0.51935	2.60573	gain_dev	600	26.97666
00745	-0.00113	-0.00032	0.03504	0.0	-0.01633	0.03246	-0.177	-1.18938	0.31365	-0.67449	0.41898	-0.21094	1.18938	drift	599	24.257
00746	-0.00418	-0.00061	0.06137	0.1	-0.03918	0.04132	-1.12191	-2.29151	1.14676	0.0	-0.15823	0.41228	2.29151	drift	599	25.07332
00747	-0.00454	0.00164	0.07757	0.0	-0.04401	0.04894	-1.235	6.04639	1.65933	-0.67449	-0.28025	0.94829	6.04639	drift	600	25.91806
00748	0.0013	0.00015	-0.00798	0.0	0.00884	0.01773	0.57411	0.53438	-1.0473	-0.67449	1.05481	-1.24722	1.24722	hf_noise	601	14.91485
